Name,Grade Level,PhysicsScore,BiologyScore,MathematicsScore,EnglishScore,SportsParticipation,SportsAchievements,ExtracurricularActivities,LeadershipRole,CareerAspiration,STEMPathway
Andrew Kibera, 6,97,89,,84,0,School Level,Music Club,Class Representative,Athlete,0
John Chege, 9,98,90,64,97,0,School Level,0ne,,Artist,0
Beatrice Kariuki, 6,87,70,81,80,1,County Level,Art Club,Class Representative,Artist,1
Faith Kariuki, 8,57,72,,54,0,0ne,0ne,,Accountant,0
Ann Doe, 11,94,,82,51,1,National Level,0ne,Club Leader,Teacher,1
Stella Mwikali, 10,,78,58,84,1,National Level,Music Club,,Pharmacist,1
John Davis, 12,57,85,85,77,1,School Level,0ne,,Doctor,1
Paul Atieno, 7,,83,86,76,0,School Level,Drama Club,Class Representative,Data Scientist,1
Faith Chebet, 10,55,60,63,,1,National Level,Science Club,Club Leader,Engineer,0
Fredrick Kimeu, 6,,99,,,0,County Level,0ne,Club Leader,Surgeon,0
Peter Otieno, 6,84,68,51,77,0,County Level,Art Club,Class Representative,Pharmacist,1
James Wamuyu, 10,68,99,56,68,1,0ne,Music Club,Class Representative,Accountant,0
Brenda Davis, 8,71,80,55,,0,0ne,Science Club,Club Leader,Data Scientist,1
Faith Achieng, 10,93,53,94,51,1,National Level,Music Club,Club Leader,Teacher,1
Lilian Kimeu, 10,90,51,,88,1,National Level,Debate Club,,Lawyer,0
David Juma, 11,72,93,72,88,1,National Level,Science Club,Class Representative,Teacher,1
Sarah Kigen, 7,,80,95,,1,National Level,Drama Club,Club Leader,Lawyer,0
Dorcas Chebet, 11,75,56,59,81,1,0ne,0ne,Class Representative,Musician,1
David Simiyu, 11,,93,64,51,1,County Level,Debate Club,Class Representative,Data Scientist,0
James Wangechi, 8,99,96,72,81,1,School Level,Drama Club,Club Leader,Accountant,1
Francis Chege, 6,75,96,99,75,0,0ne,Music Club,Class Representative,Lawyer,1
Ian Kibera, 10,80,51,98,54,1,School Level,Debate Club,Class Representative,Accountant,0
Rose Kigen, 7,60,72,73,76,0,0ne,Drama Club,Class Representative,Teacher,0
Sarah Njoroge, 10,90,94,66,56,0,0ne,Science Club,Class Representative,Lawyer,0
Francis Otieno, 6,51,,96,,1,0ne,Art Club,Class Representative,Artist,0
Nelson Kariuki, 11,90,,95,80,0,County Level,Music Club,,Teacher,0
John Ngoya, 9,50,51,55,86,1,National Level,0ne,,Teacher,0
Rose Nyakundi, 11,56,81,74,75,0,County Level,Science Club,Class Representative,Musician,1
Mary Kigen, 11,77,60,78,86,0,School Level,Music Club,,Surgeon,1
Samuel Akinyi, 11,99,89,,89,0,School Level,Science Club,,Lawyer,0
Joseph Rono, 9,,83,84,59,1,County Level,Art Club,Club Leader,Surgeon,1
Rose Muthama, 9,57,90,93,,1,0ne,Music Club,Club Leader,Surgeon,0
Rose Mwikali, 9,,71,77,59,1,County Level,Science Club,Class Representative,Lawyer,0
Kevin Kiplangat, 8,54,76,81,92,0,School Level,Music Club,Club Leader,Lawyer,0
Elijah Achieng, 11,68,64,54,91,1,0ne,Science Club,Club Leader,Doctor,0
Samuel Kimeu, 11,96,55,90,85,0,National Level,Debate Club,Club Leader,Accountant,1
Linet Ochieng, 10,71,,65,100,1,County Level,Debate Club,Club Leader,Surgeon,0
Lilian Chirchir, 10,91,94,53,86,1,County Level,Art Club,Class Representative,Teacher,0
Samuel Doe, 9,89,75,75,78,0,County Level,Art Club,Club Leader,Athlete,1
Grace Davis, 10,80,54,59,80,1,County Level,Art Club,,Data Scientist,0
Beatrice Mutua, 11,77,75,90,75,1,County Level,0ne,Class Representative,Artist,0
Martin Nyakundi, 11,73,61,97,83,1,0ne,Drama Club,Club Leader,Pilot,1
Faith Muthama, 7,86,69,59,72,1,0ne,Drama Club,Class Representative,Pharmacist,1
Irene Otieno, 11,96,53,85,79,1,County Level,Music Club,,Engineer,0
Linet Kamau, 10,50,88,66,77,1,National Level,Drama Club,,Doctor,1
Agnes Onyango, 6,83,51,72,58,0,0ne,0ne,Club Leader,Artist,0
Paul Chebet, 7,80,,100,98,1,County Level,Music Club,,Musician,1
Ann Otieno, 12,71,71,96,59,1,School Level,0ne,Class Representative,Lawyer,0
Susan Kariuki, 8,83,76,95,,0,0ne,Art Club,Club Leader,Engineer,1
Linet Chirchir, 9,62,53,,62,0,County Level,Music Club,Club Leader,Surgeon,0
Tom Wanjiru, 8,,,87,,0,National Level,Music Club,Club Leader,Athlete,0
Agnes Mutua, 10,96,,98,99,0,National Level,Art Club,Class Representative,Surgeon,1
Tom Kibet, 6,88,95,82,53,1,0ne,Debate Club,Club Leader,Doctor,0
David Chege, 10,,65,91,94,1,School Level,Science Club,Class Representative,Data Scientist,0
Ann Kirui, 9,68,100,76,84,1,0ne,Debate Club,Club Leader,Engineer,1
John Kamau, 11,89,,53,99,1,County Level,Art Club,Club Leader,Lawyer,1
Lucy Mutiso, 7,75,93,98,58,1,County Level,Debate Club,Club Leader,Doctor,1
David Mutiso, 11,68,75,82,54,0,0ne,Art Club,Class Representative,Athlete,0
Henry Kiprop, 6,81,86,92,74,0,0ne,Drama Club,Club Leader,Surgeon,1
Lucy Otieno, 10,92,77,96,68,0,School Level,0ne,Club Leader,Teacher,0
Alex Oduor, 8,77,95,57,94,1,County Level,Debate Club,,Teacher,1
Mary Njoroge, 10,61,87,53,83,1,County Level,Debate Club,,Data Scientist,0
Nelson Wairimu, 10,55,76,63,61,0,National Level,Science Club,Club Leader,Lawyer,0
Esther Otieno, 11,57,95,69,62,0,County Level,Music Club,,Teacher,0
Faith Wairimu, 11,81,67,76,,0,County Level,Music Club,Club Leader,Lawyer,1
Peter Njoroge, 11,,73,95,55,0,0ne,0ne,Class Representative,Doctor,1
Martin Koome, 12,51,,78,98,0,County Level,Science Club,,Pilot,1
James Otieno, 6,80,87,88,85,0,County Level,Music Club,Class Representative,Teacher,1
Samuel Kigen, 12,90,65,97,86,1,County Level,Science Club,Class Representative,Pharmacist,1
David Kibera, 8,69,84,55,61,0,0ne,Art Club,,Surgeon,0
David Muthama, 6,69,69,85,89,0,School Level,Music Club,,Accountant,1
Andrew Wanjiku, 11,64,52,,51,0,County Level,Drama Club,Club Leader,Athlete,1
Andrew Chirchir, 12,72,85,63,71,0,School Level,Music Club,Club Leader,Artist,1
John Kimeu, 7,51,73,66,97,0,County Level,Debate Club,,Doctor,1
Grace Mutua, 8,77,88,71,,1,School Level,Drama Club,Class Representative,Surgeon,1
Susan Atieno, 12,81,59,,87,1,0ne,Music Club,Class Representative,Surgeon,0
Samuel Akinyi, 7,93,65,97,96,1,National Level,Art Club,Class Representative,Athlete,0
Francis Chebet, 9,66,,91,82,0,County Level,Art Club,,Musician,1
Peter Nyambura, 8,86,75,64,87,0,School Level,Drama Club,Class Representative,Accountant,1
Henry Mwikali, 12,53,80,75,50,0,National Level,0ne,Club Leader,Musician,1
Paul Rono, 12,59,95,62,74,0,School Level,Drama Club,Class Representative,Teacher,0
Dorcas Otieno, 10,67,54,82,80,0,0ne,Art Club,Club Leader,Lawyer,0
John Kamau, 9,79,56,82,76,0,0ne,Debate Club,Club Leader,Data Scientist,1
Faith Kiprop, 6,98,77,56,56,1,County Level,0ne,,Pilot,0
John Achieng, 8,53,67,73,100,0,School Level,Art Club,Class Representative,Pilot,0
Henry Atieno, 7,58,94,88,90,1,County Level,Art Club,,Surgeon,0
Mercy Mwende, 7,95,99,96,62,1,School Level,Science Club,Class Representative,Lawyer,1
Ian Wamuyu, 9,100,62,75,,1,National Level,Art Club,Class Representative,Surgeon,0
Paul Kamau, 10,73,78,83,59,1,National Level,Debate Club,Club Leader,Engineer,0
Samuel Koome, 7,64,86,76,84,1,School Level,0ne,,Musician,1
Faith Chirchir, 11,81,66,57,59,1,School Level,Music Club,Class Representative,Pilot,0
Rose Chirchir, 6,81,61,,78,1,0ne,Debate Club,Class Representative,Lawyer,1
Tom Chirchir, 9,,96,80,92,0,County Level,Music Club,Class Representative,Accountant,1
John Kimeu, 7,80,59,64,74,1,National Level,Art Club,Class Representative,Doctor,1
Alex Kariuki, 8,100,52,64,98,1,School Level,Art Club,Club Leader,Data Scientist,0
Sarah Wambui, 11,81,76,83,87,1,School Level,0ne,,Pharmacist,0
Sarah Mutiso, 11,83,83,85,58,0,School Level,Debate Club,Class Representative,Teacher,0
Fredrick Kigen, 6,91,73,84,60,1,School Level,Art Club,Club Leader,Teacher,1
Mercy Mwende, 12,74,73,69,89,0,National Level,Science Club,Class Representative,Engineer,1
Dorcas Njoroge, 6,81,82,71,81,1,School Level,Debate Club,Class Representative,Teacher,1
Kevin Rono, 9,73,71,50,70,0,County Level,0ne,Class Representative,Teacher,1
Fredrick Nduati, 10,73,97,98,65,0,School Level,Drama Club,,Surgeon,0
David Nyakundi, 11,67,57,79,53,1,School Level,Science Club,Class Representative,Musician,1
David Kamau, 11,90,54,67,81,0,0ne,Music Club,Club Leader,Lawyer,1
Hannah Simiyu, 7,74,,86,62,1,National Level,Drama Club,,Surgeon,1
Martin Nyakundi, 8,95,76,59,93,1,National Level,Debate Club,Class Representative,Athlete,0
Esther Mwikali, 12,51,79,,78,1,School Level,Debate Club,Club Leader,Pilot,1
Jacinta Nyakundi, 8,68,,77,51,1,County Level,Art Club,Club Leader,Artist,0
Esther Mwende, 8,63,93,50,,1,National Level,Drama Club,,Pilot,0
Dorcas Makori, 12,84,76,92,59,0,0ne,Music Club,Class Representative,Athlete,1
Eliud Davis, 10,95,65,95,71,1,School Level,Drama Club,Class Representative,Artist,0
Hannah Nyakundi, 10,93,77,67,82,0,County Level,Music Club,Club Leader,Surgeon,1
Irene Kirui, 6,80,67,66,81,0,School Level,Art Club,Club Leader,Musician,0
Samuel Kigen, 10,97,83,72,81,0,0ne,Art Club,Club Leader,Pilot,1
Ann Wangechi, 6,82,,78,72,0,0ne,Art Club,Club Leader,Artist,1
Agnes Nyambura, 11,62,,72,63,0,School Level,Debate Club,Club Leader,Artist,1
Ann Kiprop, 11,82,63,81,,0,County Level,Art Club,Class Representative,Pilot,0
Hannah Mutiso, 8,64,63,86,,0,National Level,Debate Club,,Pilot,1
Francis Kibera, 6,80,74,83,53,1,County Level,Science Club,Club Leader,Doctor,1
Linet Juma, 12,67,66,73,92,0,County Level,Debate Club,,Engineer,1
Eliud Kiplangat, 12,89,91,65,55,0,National Level,0ne,,Surgeon,0
Irene Kimeu, 11,92,,75,,0,School Level,Debate Club,,Artist,1
Esther Otieno, 11,,85,79,58,0,0ne,Science Club,Club Leader,Data Scientist,1
Paul Kimeu, 8,56,86,92,62,1,School Level,Art Club,,Pilot,1
Lucy Doe, 6,83,86,79,98,1,County Level,Debate Club,,Artist,1
Brenda Simiyu, 9,59,,86,70,1,0ne,0ne,Class Representative,Accountant,0
Elijah Otieno, 12,62,90,79,74,0,School Level,Debate Club,Class Representative,Athlete,0
Rose Atieno, 8,95,54,72,51,0,School Level,Science Club,Class Representative,Engineer,0
Eliud Koome, 6,76,88,92,83,1,0ne,Debate Club,Club Leader,Musician,0
Kennedy Nduati, 11,52,86,76,63,1,School Level,Drama Club,Class Representative,Data Scientist,0
Andrew Nyakundi, 9,91,95,53,54,1,School Level,Science Club,Class Representative,Artist,1
Rose Juma, 7,53,63,69,95,1,0ne,Art Club,Club Leader,Doctor,1
Dorcas Wairimu, 12,76,74,97,,0,County Level,Drama Club,Club Leader,Athlete,1
Beatrice Wairimu, 8,69,53,57,,1,National Level,Debate Club,Club Leader,Data Scientist,0
Sarah Ngoya, 8,88,58,90,90,0,0ne,Drama Club,,Doctor,0
Samuel Chirchir, 8,61,52,98,95,1,National Level,Drama Club,,Athlete,0
Ann Kibera, 11,78,80,66,54,1,0ne,0ne,Class Representative,Pilot,1
Stella Wairimu, 9,,,,99,1,National Level,Art Club,Club Leader,Accountant,0
Charles Mutiso, 8,82,67,78,99,1,County Level,0ne,Class Representative,Lawyer,1
Susan Mutua, 12,,84,91,56,0,County Level,Debate Club,Class Representative,Athlete,0
Lucy Davis, 7,88,81,85,88,1,0ne,Art Club,Club Leader,Surgeon,1
Sarah Simiyu, 6,97,83,62,78,0,National Level,Art Club,Class Representative,Lawyer,0
Jacinta Mutiso, 9,82,60,56,,0,County Level,Debate Club,Club Leader,Musician,0
Linet Onyango, 8,64,84,67,72,0,0ne,Drama Club,Club Leader,Teacher,1
Samuel Nyambura, 12,93,62,,52,0,School Level,Music Club,Club Leader,Surgeon,1
Kennedy Wanjiru, 9,89,95,61,87,1,School Level,Debate Club,Club Leader,Engineer,0
Ian Mwende, 12,62,92,85,75,0,0ne,Music Club,Class Representative,Engineer,1
Kevin Nyakundi, 6,50,55,58,70,0,0ne,Drama Club,,Teacher,0
Samuel Ochieng, 12,97,72,,99,0,National Level,Science Club,Club Leader,Musician,0
Esther Simiyu, 7,56,50,82,74,1,National Level,Science Club,,Artist,1
Brenda Simiyu, 11,98,50,80,,0,School Level,0ne,,Data Scientist,1
Brenda Kamau, 8,86,62,88,68,1,County Level,Debate Club,Class Representative,Engineer,0
Elijah Otieno, 9,57,84,89,78,1,National Level,Science Club,,Pharmacist,1
Susan Kiplangat, 11,74,98,88,50,0,School Level,Art Club,Club Leader,Pharmacist,1
Kevin Muthama, 11,,,83,83,1,0ne,Debate Club,Class Representative,Athlete,0
Paul Mutiso, 6,62,67,70,96,0,County Level,Drama Club,,Pharmacist,1
Fredrick Oduor, 11,74,87,,,1,School Level,0ne,Club Leader,Musician,1
David Wanjiku, 8,79,51,53,58,1,County Level,Art Club,,Engineer,1
David Wambui, 11,96,66,57,99,1,National Level,Music Club,Class Representative,Artist,0
Dennis Nyambura, 10,66,96,100,79,0,0ne,0ne,Class Representative,Lawyer,1
Eliud Oduor, 10,86,52,91,89,1,School Level,Debate Club,Club Leader,Pilot,0
Brenda Kiplangat, 10,52,,95,72,1,0ne,0ne,Club Leader,Musician,1
Mercy Mutiso, 6,65,,60,50,1,County Level,0ne,,Doctor,1
Stella Kimeu, 7,99,58,99,89,0,School Level,Debate Club,,Musician,0
Andrew Kilonzo, 10,56,74,84,99,0,County Level,Art Club,Class Representative,Musician,0
Martin Onyango, 6,97,78,58,51,1,County Level,Debate Club,,Pilot,0
Dennis Wangechi, 10,60,91,77,,1,National Level,Science Club,Class Representative,Doctor,0
Stephen Kamau, 11,55,99,54,78,1,County Level,0ne,,Engineer,0
Stephen Wairimu, 6,77,70,62,99,0,School Level,Music Club,Club Leader,Artist,1
Linet Rono, 9,87,69,54,,0,0ne,0ne,,Engineer,0
Henry Akinyi, 11,,85,95,89,0,0ne,Drama Club,Class Representative,Lawyer,0
Kennedy Wanjiru, 12,84,68,,73,0,0ne,Science Club,,Doctor,1
Esther Doe, 8,,63,83,59,0,County Level,Debate Club,Club Leader,Teacher,0
Mary Wairimu, 8,68,,82,50,1,County Level,0ne,Club Leader,Data Scientist,1
Francis Otieno, 9,77,98,62,,0,0ne,Art Club,Club Leader,Surgeon,1
Francis Nyakundi, 6,61,67,73,56,0,School Level,Music Club,Class Representative,Data Scientist,1
Grace Kibet, 11,92,90,71,72,1,National Level,Art Club,Class Representative,Pharmacist,0
David Kiplangat, 8,71,59,78,78,1,School Level,Science Club,,Pilot,1
Kevin Wanjiku, 9,82,64,81,85,1,0ne,Music Club,Class Representative,Data Scientist,0
James Mutiso, 11,89,98,76,70,0,County Level,Debate Club,Class Representative,Lawyer,1
Martin Nduati, 8,81,51,80,,0,School Level,Drama Club,Club Leader,Musician,0
Ann Achieng, 9,52,62,94,,1,National Level,Art Club,Class Representative,Musician,1
Stephen Achieng, 6,52,67,76,66,0,National Level,Debate Club,,Data Scientist,1
Irene Mutiso, 9,100,50,88,98,0,County Level,Music Club,Club Leader,Engineer,0
Alex Kimeu, 7,69,95,98,95,1,County Level,Music Club,Club Leader,Artist,1
Esther Kirui, 10,87,61,92,90,1,School Level,Science Club,Club Leader,Engineer,0
Stephen Kiplangat, 8,98,95,77,99,0,National Level,Debate Club,Club Leader,Data Scientist,0
Rose Chege, 9,,50,64,76,1,0ne,Debate Club,,Musician,0
Rose Kigen, 7,92,93,79,51,1,County Level,Drama Club,Club Leader,Teacher,1
John Oduor, 10,51,74,75,62,1,National Level,Science Club,Class Representative,Engineer,0
Fredrick Muthama, 11,,69,,78,0,0ne,Music Club,,Musician,1
Francis Mutua, 9,73,53,87,96,0,National Level,Music Club,Club Leader,Athlete,1
Tom Kibet, 6,56,64,61,70,1,County Level,Art Club,Club Leader,Pilot,0
Peter Mutiso, 11,72,52,80,99,0,National Level,Debate Club,,Artist,0
Martin Kigen, 9,92,98,50,63,1,School Level,Science Club,,Pilot,1
Hannah Mwende, 9,95,,67,53,1,National Level,Art Club,Class Representative,Data Scientist,0
Faith Nduati, 10,99,57,55,76,1,County Level,Debate Club,,Pilot,1
Tom Ochieng, 10,92,52,50,53,1,School Level,Drama Club,,Athlete,0
Faith Wanjiru, 12,68,87,,92,0,National Level,Debate Club,Club Leader,Surgeon,1
Hannah Otieno, 12,84,71,50,62,1,School Level,Music Club,,Doctor,1
Nelson Chirchir, 10,90,,86,,0,County Level,Science Club,Club Leader,Artist,1
Fredrick Ngoya, 12,95,77,52,74,0,County Level,Debate Club,,Teacher,0
Andrew Mwikali, 8,57,91,95,75,0,0ne,0ne,Club Leader,Pharmacist,0
Linet Nduati, 11,,53,63,68,1,0ne,Music Club,Club Leader,Pharmacist,1
Esther Mutiso, 6,70,88,87,75,1,National Level,Art Club,Class Representative,Musician,1
Francis Kirui, 12,,82,,82,0,National Level,Art Club,Class Representative,Pilot,1
Kennedy Mwikali, 10,84,73,,67,0,County Level,Science Club,Club Leader,Accountant,0
Faith Kariuki, 7,79,86,62,80,1,0ne,Debate Club,,Engineer,0
Hannah Wanjiku, 12,97,51,83,51,1,0ne,Science Club,Club Leader,Accountant,1
Agnes Simiyu, 11,72,76,90,91,1,National Level,Music Club,Class Representative,Doctor,1
David Wambui, 6,74,94,74,99,0,School Level,Music Club,Class Representative,Teacher,1
Peter Kirui, 10,50,93,88,79,0,0ne,0ne,Club Leader,Musician,1
Brenda Chirchir, 6,,95,58,80,1,County Level,Science Club,Class Representative,Artist,0
John Koome, 11,53,65,61,78,0,National Level,Debate Club,,Artist,0
Fredrick Doe, 11,60,69,59,73,1,National Level,0ne,Class Representative,Artist,1
Sarah Akinyi, 12,77,54,80,,0,School Level,Science Club,Club Leader,Athlete,1
Dennis Rono, 12,89,52,76,72,1,School Level,Debate Club,,Athlete,0
Sarah Kimeu, 7,,68,,89,0,National Level,0ne,Club Leader,Pharmacist,0
Kevin Oduor, 8,87,94,,66,0,County Level,Art Club,Club Leader,Lawyer,1
Rose Onyango, 10,95,56,82,100,0,0ne,Music Club,Class Representative,Data Scientist,0
Samuel Koome, 9,85,,90,64,1,0ne,0ne,Club Leader,Engineer,0
Mercy Akinyi, 9,58,53,85,99,0,School Level,Debate Club,Class Representative,Teacher,0
Kennedy Wanjiru, 7,72,57,87,86,0,0ne,Drama Club,Club Leader,Engineer,1
Faith Koome, 10,72,79,65,60,1,School Level,Drama Club,Club Leader,Surgeon,0
Ian Mwende, 9,90,66,96,83,1,National Level,Debate Club,,Artist,1
Henry Kamau, 7,,50,70,54,0,County Level,Music Club,,Pilot,1
Esther Mwende, 8,95,,62,70,0,National Level,Science Club,Class Representative,Doctor,0
Ann Wanjiru, 6,63,62,73,68,1,0ne,Art Club,,Doctor,0
John Otieno, 12,,63,50,81,0,County Level,Art Club,,Data Scientist,1
David Kilonzo, 7,66,77,61,67,0,County Level,0ne,Class Representative,Pilot,1
Esther Chebet, 8,63,100,91,68,1,School Level,Art Club,Class Representative,Musician,1
Rose Onyango, 8,89,97,78,97,1,0ne,Science Club,Class Representative,Lawyer,1
Nelson Nduati, 7,76,71,92,53,1,0ne,Debate Club,Class Representative,Engineer,0
Dennis Oduor, 12,88,55,89,77,1,School Level,Drama Club,Club Leader,Teacher,0
Alex Chege, 11,,64,81,89,1,School Level,Drama Club,Class Representative,Pilot,0
Linet Mwende, 12,84,84,98,97,1,0ne,Debate Club,,Accountant,1
Ian Nyakundi, 10,54,62,90,88,1,County Level,Music Club,Class Representative,Surgeon,0
Lucy Juma, 12,73,92,83,69,1,0ne,Drama Club,,Lawyer,1
Lucy Mwende, 11,100,,96,53,0,School Level,Drama Club,Class Representative,Accountant,1
Sarah Kibera, 7,80,60,71,83,1,0ne,Science Club,Club Leader,Engineer,0
Rose Chirchir, 10,100,55,55,75,1,School Level,Art Club,Class Representative,Data Scientist,0
Agnes Njoroge, 12,90,80,56,65,0,County Level,0ne,Class Representative,Engineer,1
Agnes Kamau, 11,63,57,,89,1,National Level,Music Club,Class Representative,Musician,1
Linet Nyakundi, 7,65,77,84,74,1,0ne,0ne,Club Leader,Engineer,0
Tom Wamuyu, 12,79,59,82,61,0,0ne,Music Club,Class Representative,Pilot,0
Irene Ngoya, 9,57,84,77,79,0,County Level,Music Club,Class Representative,Pharmacist,0
Irene Muthama, 8,71,57,93,57,0,School Level,Debate Club,,Engineer,1
John Otieno, 7,85,,84,61,0,School Level,Art Club,Class Representative,Data Scientist,0
Rose Koome, 6,51,92,99,82,0,National Level,Drama Club,Club Leader,Musician,1
Irene Chebet, 8,79,53,,89,0,0ne,Music Club,Club Leader,Athlete,0
Beatrice Kiplangat, 6,,92,59,92,1,County Level,Science Club,Club Leader,Data Scientist,0
Faith Oduor, 11,66,70,65,77,0,County Level,Art Club,Class Representative,Pilot,0
David Kiplangat, 8,90,100,81,67,1,0ne,Drama Club,Club Leader,Engineer,0
David Chirchir, 7,52,87,53,,1,National Level,Art Club,,Teacher,0
Andrew Mutiso, 10,90,70,79,85,0,National Level,Debate Club,Club Leader,Pharmacist,1
Beatrice Kibera, 10,55,56,93,54,1,0ne,Debate Club,,Athlete,1
Eliud Mutiso, 12,99,64,89,75,0,School Level,Music Club,Class Representative,Pilot,1
Martin Wamuyu, 7,78,65,86,64,1,0ne,Art Club,Class Representative,Musician,1
Francis Wambui, 8,87,89,86,59,1,School Level,Science Club,Class Representative,Engineer,0
John Nyakundi, 7,82,51,80,76,1,County Level,Music Club,Class Representative,Pilot,1
Ann Makori, 8,67,51,55,65,1,0ne,0ne,Class Representative,Doctor,0
Brenda Juma, 9,78,51,74,97,1,National Level,Art Club,Club Leader,Engineer,0
Andrew Muthama, 8,89,93,82,87,1,National Level,Debate Club,,Lawyer,0
Kennedy Achieng, 7,,53,63,97,0,National Level,Science Club,Class Representative,Doctor,1
Samuel Muthama, 8,,79,75,58,1,National Level,Music Club,Club Leader,Data Scientist,0
Dorcas Rono, 10,94,96,94,60,0,School Level,0ne,Class Representative,Athlete,0
David Kiplangat, 7,93,99,,92,1,School Level,Debate Club,Class Representative,Doctor,1
James Doe, 10,96,84,,50,1,County Level,Music Club,Class Representative,Artist,1
Stella Kiprop, 11,57,69,60,59,1,School Level,Art Club,,Musician,0
Stella Otieno, 10,50,,94,84,0,School Level,Science Club,Club Leader,Musician,1
Charles Wambui, 10,96,99,98,80,0,County Level,Science Club,,Engineer,1
Irene Onyango, 6,51,58,62,94,1,School Level,Music Club,,Musician,1
David Kiprop, 12,90,99,97,79,0,County Level,Music Club,Club Leader,Pilot,1
Faith Koome, 8,84,88,,85,0,National Level,Debate Club,Class Representative,Lawyer,0
Rose Kariuki, 8,68,89,51,59,0,National Level,Debate Club,,Accountant,1
Dennis Davis, 11,60,,96,97,1,0ne,Music Club,Class Representative,Lawyer,0
David Oduor, 12,88,88,82,55,0,0ne,Drama Club,Class Representative,Pharmacist,0
Paul Kamau, 10,88,87,84,74,0,0ne,0ne,Club Leader,Artist,1
Nelson Otieno, 7,57,58,,86,0,0ne,Debate Club,Class Representative,Surgeon,1
Grace Chebet, 9,99,95,62,,0,0ne,Art Club,,Lawyer,1
Ian Nyambura, 6,59,92,77,76,1,National Level,Drama Club,Class Representative,Data Scientist,1
Peter Oduor, 8,62,56,72,54,1,National Level,Art Club,Club Leader,Accountant,0
Charles Akinyi, 7,73,77,57,71,1,School Level,Art Club,,Accountant,1
Faith Makori, 9,80,59,70,80,0,School Level,Drama Club,,Lawyer,0
Andrew Simiyu, 11,65,,58,71,1,County Level,Debate Club,,Data Scientist,0
James Mutua, 12,53,100,94,95,1,School Level,0ne,,Data Scientist,0
James Nyambura, 7,95,,56,69,1,County Level,Drama Club,Club Leader,Doctor,0
Esther Mwende, 10,70,,,61,1,School Level,Music Club,Class Representative,Teacher,0
Charles Kariuki, 6,51,,59,86,1,School Level,Science Club,Club Leader,Engineer,0
Lucy Kigen, 11,96,,71,78,1,County Level,Art Club,,Engineer,0
Grace Ochieng, 10,90,87,94,,0,0ne,Science Club,,Pilot,1
Samuel Otieno, 11,,50,57,97,0,0ne,0ne,,Pilot,1
Fredrick Kiplangat, 10,62,,63,83,0,0ne,Music Club,Club Leader,Pilot,0
Jacinta Kiprop, 9,97,81,90,83,0,0ne,Drama Club,Club Leader,Athlete,1
John Akinyi, 10,70,56,95,90,0,National Level,Drama Club,,Engineer,1
Andrew Kiprop, 11,77,57,60,96,1,County Level,Art Club,Club Leader,Athlete,0
Alex Otieno, 9,56,51,56,62,0,School Level,Art Club,,Artist,0
Beatrice Njoroge, 11,,64,57,52,1,0ne,Debate Club,Class Representative,Pharmacist,1
Eliud Chebet, 9,60,76,,60,0,0ne,Art Club,Class Representative,Artist,0
Faith Wamuyu, 9,,50,62,98,1,County Level,Drama Club,Class Representative,Artist,1
Ann Makori, 8,77,99,87,83,1,0ne,Science Club,Class Representative,Pilot,0
David Kigen, 10,97,72,,98,0,County Level,Science Club,Club Leader,Engineer,1
Mary Simiyu, 8,90,99,66,64,1,National Level,0ne,Class Representative,Data Scientist,1
Kevin Chirchir, 12,76,95,65,93,1,County Level,0ne,Class Representative,Lawyer,0
Paul Kilonzo, 7,62,64,54,76,1,County Level,Debate Club,Club Leader,Pilot,0
Stephen Nduati, 6,91,64,99,71,0,County Level,Drama Club,,Athlete,1
Jacinta Onyango, 11,87,75,51,58,0,County Level,Art Club,,Athlete,0
Henry Njoroge, 7,87,91,68,75,1,0ne,Debate Club,,Pharmacist,0
Andrew Rono, 10,98,59,58,71,0,School Level,Music Club,,Athlete,1
Ian Koome, 9,78,75,93,,1,School Level,Drama Club,Club Leader,Lawyer,0
Ann Wanjiku, 11,82,83,50,83,1,County Level,Debate Club,Class Representative,Pharmacist,1
Linet Wairimu, 6,64,77,,91,1,School Level,Science Club,Class Representative,Musician,0
Martin Kirui, 9,100,74,51,70,1,School Level,Science Club,,Engineer,0
David Kigen, 12,66,99,94,93,0,County Level,Art Club,Class Representative,Doctor,1
Faith Ngoya, 7,54,59,66,83,1,School Level,Drama Club,Club Leader,Doctor,1
Ann Wangechi, 12,54,75,83,54,0,County Level,0ne,Class Representative,Accountant,0
Faith Ochieng, 9,99,89,76,,1,County Level,Art Club,Club Leader,Accountant,0
Agnes Chege, 10,100,93,54,58,1,School Level,0ne,Class Representative,Data Scientist,0
Paul Kibera, 6,99,58,93,70,1,County Level,0ne,Club Leader,Doctor,1
Mary Doe, 12,92,88,75,63,0,National Level,Debate Club,Club Leader,Musician,1
Henry Wambui, 10,,61,54,50,1,National Level,0ne,Class Representative,Data Scientist,1
Fredrick Kiprop, 10,90,84,88,71,1,County Level,Science Club,Club Leader,Teacher,0
Martin Achieng, 6,57,78,89,63,1,County Level,Music Club,Class Representative,Surgeon,1
Dorcas Kibera, 6,93,,89,72,0,0ne,Music Club,Class Representative,Athlete,1
Ann Wanjiku, 8,79,66,73,74,1,National Level,Debate Club,Club Leader,Artist,0
Stella Mwende, 6,,,89,64,0,School Level,Debate Club,Club Leader,Athlete,1
Rose Ochieng, 6,91,87,79,96,0,County Level,Drama Club,Class Representative,Pharmacist,1
Agnes Otieno, 6,80,74,100,60,1,National Level,0ne,Club Leader,Pilot,0
